sku,name,description,short_description,attr_desc_features,attr_desc_supplement
"CC01-OUTCROSS10","CC01-OUTCROSS Outdoor Cross or Crucifix","Outdoor Cross manufactured of aluminum tubing with 1/8"" wall thickness.  The mounting hardware is made of stainless steel .  Entire unit is powder coated.  To insure that the cross does not lean the mount is set 48"" deep into the earth so that it is below the frost line.  The cross ships in 4 pieces. <p> Corpus not included, any outdoor corpus can be used and we can have it pre-assembled at our factory before shipping.<p>All mounting hardware is included","Aluminum Custom Outdoor Cross.  Click image for more detail .","Crosses 4 to 5 feet the face width is 4"" x 2""deep;Crosse 6 to 8 feet the face  width is 5"" x 2""deep;Crosses 10' or larger the face width is 6"" x 3"" deep",""
"CC01-OUTCROSS12","CC01-OUTCROSS Outdoor Cross or Crucifix","Outdoor Cross manufactured of aluminum tubing with 1/8"" wall thickness.  The mounting hardware is made of stainless steel .  Entire unit is powder coated.  To insure that the cross does not lean the mount is set 48"" deep into the earth so that it is below the frost line.  The cross ships in 4 pieces. <p> Corpus not included, any outdoor corpus can be used and we can have it pre-assembled at our factory before shipping.<p>All mounting hardware is included","Aluminum Custom Outdoor Cross.  Click image for more detail .","Crosses 4 to 5 feet the face width is 4"" x 2""deep;Crosse 6 to 8 feet the face  width is 5"" x 2""deep;Crosses 10' or larger the face width is 6"" x 3"" deep",""
"CC01-OUTCROSS14","CC01-OUTCROSS Outdoor Cross or Crucifix","Outdoor Cross manufactured of aluminum tubing with 1/8"" wall thickness.  The mounting hardware is made of stainless steel .  Entire unit is powder coated.  To insure that the cross does not lean the mount is set 48"" deep into the earth so that it is below the frost line.  The cross ships in 4 pieces. <p> Corpus not included, any outdoor corpus can be used and we can have it pre-assembled at our factory before shipping.<p>All mounting hardware is included","Aluminum Custom Outdoor Cross.  Click image for more detail .","Crosses 4 to 5 feet the face width is 4"" x 2""deep;Crosse 6 to 8 feet the face  width is 5"" x 2""deep;Crosses 10' or larger the face width is 6"" x 3"" deep",""
"CC01-OUTCR12WCORP","CC01-OUTCROSS Outdoor Cross or Crucifix","Outdoor Cross manufactured of aluminum tubing with 1/8"" wall thickness.  The mounting hardware is made of stainless steel .  Entire unit is powder coated.  To insure that the cross does not lean the mount is set 48"" deep into the earth so that it is below the frost line.  The cross ships in 4 pieces. <p> Corpus not included, any outdoor corpus can be used and we can have it pre-assembled at our factory before shipping.<p>All mounting hardware is included","Aluminum Custom Outdoor Cross.  Click image for more detail .","Crosses 4 to 5 feet the face width is 4"" x 2""deep;Crosse 6 to 8 feet the face  width is 5"" x 2""deep;Crosses 10' or larger the face width is 6"" x 3"" deep",""
"905/C","905/C Black Christ  Ash Cross","Crucifix with Black Christ - Made in America <p>Allow 3-4 weeks for delivery","N/A","28"" x 14""",""
"6409","6409 24"" Dead Saviour Crucifix","24"" Dead Saviour Crucifix<p>Our statues are all hand-made out of durable polymer resin. They are each hand-painted using special paints and pigments.<p>Our artists are schooled in Italian design and take extreme care with the look of the face, as our customers feel this is the most important feature of any statue. <p>Please allow 12-16 weeks for delivery, These are made to order.","24"" Dead Saviour Crucifix - Click Image for Details!","",""
"1985","1985 33"" Passion Style Crucifix","33"" Passion Style Crucifix.<p>Our crucifixes are all hand-made out of durable polymer resin. They are each hand-painted using special paints and pigments.<p>Our artists are schooled in Italian design and take extreme care with the look of the face, as our customers feel this is the most important feature of any statue. <p>Please allow 12-16 weeks for delivery, These are made to order.","33"" Passion Style Crucifix - Click Image For Details!","",""
"1442","1442 24"" Agony Crucifix","24"" Agony Crucifix<p>Our statues are all hand-made out of durable polymer resin. They are each hand-painted using special paints and pigments.<p>Our artists are schooled in Italian design and take extreme care with the look of the face, as our customers feel this is the most important feature of any statue. <p>Please allow 12-16 weeks for delivery, these are made to order.","24"" Agony Crucifix - Click Image For Details!","",""
"sdi_167747","A279 Corpus Agonizing - Limpias Style","Finely crafted statuary, hand made in Spain since 1880. Manufactured of wood paste (pasta madera) consisting of plaster or gypsum, wood flour, and glue. Each piece includes crystal eyes. Finish shown may vary. Please allow 3-4 months for delivery. Many styles available in fiberglass for outdoor use, please call for more information.","Handcrafted Corpus made in Spain. Click image for more details!","Crystal Eyes;Hand Crafted in Spain;Available in sizes:20, 24, 28, 32, 40, 48, 55, 63, 71",""
"sdi_167748","A280 Corpus - Dead","Finely crafted statuary, hand made in Spain since 1880. Manufactured of wood paste (pasta madera) consisting of plaster or gypsum, wood flour, and glue. Each piece includes crystal eyes. Finish shown may vary. Please allow 3-4 months for delivery. Many styles available in fiberglass for outdoor use, please call for more information.","Handcrafted Corpus made in Spain. Click image for more details!","Crystal Eyes;Hand Crafted in Spain;Available in sizes:20, 24, 28, 32, 40, 48, 55, 63, 71",""
"Corpus and INRI","8FTCORP 8 ft. Corpus","All corpuses are molded from a polymer resin and are hand-painted. Many come with a real woven crown of thorns. <P>Most of our cross offerings are hand-hewn and carved from solid wood. - Cross sizes are typically double the size of the corpus. <P>Any corpus is available with any cross style and all crucifixes can be finished for outdoor use in any color.<P>Our artists are schooled in Italian design and take extreme care with the look of the face, as our customers feel this is the most important feature of any statue.<P>All corpuses can be painted with the following finishes:  <LI>Full color  with no blood, little blood, or Passion style <LI>Wood  with or without grain <LI>Bronze  shiny, antique or patina <LI>Marble  with or without veining <LI>Stone  fine or coarse grain  <P>Please allow 12-16 weeks for delivery as these statues are made to order.<P>Due to the size and delicate nature of these pieces, most will not be shipped UPS. They will come via freight and the freight charges will be billed at a later date.<P>Items usually ship in 12-16 weeks.  Please contact us for more information.","8 ft. Corpus - Click On Image for Details!!","",""
"Corpus with Wood Cross","8FTCORP 8 ft. Corpus","All corpuses are molded from a polymer resin and are hand-painted. Many come with a real woven crown of thorns. <P>Most of our cross offerings are hand-hewn and carved from solid wood. - Cross sizes are typically double the size of the corpus. <P>Any corpus is available with any cross style and all crucifixes can be finished for outdoor use in any color.<P>Our artists are schooled in Italian design and take extreme care with the look of the face, as our customers feel this is the most important feature of any statue.<P>All corpuses can be painted with the following finishes:  <LI>Full color  with no blood, little blood, or Passion style <LI>Wood  with or without grain <LI>Bronze  shiny, antique or patina <LI>Marble  with or without veining <LI>Stone  fine or coarse grain  <P>Please allow 12-16 weeks for delivery as these statues are made to order.<P>Due to the size and delicate nature of these pieces, most will not be shipped UPS. They will come via freight and the freight charges will be billed at a later date.<P>Items usually ship in 12-16 weeks.  Please contact us for more information.","8 ft. Corpus - Click On Image for Details!!","",""
"10FTCORPCROSS","9FTCORP 9 ft. Corpus","All corpuses are molded from a polymer resin and are hand-painted. Many come with a real woven crown of thorns. <P>Most of our cross offerings are hand-hewn and carved from solid wood. - Cross sizes are typically double the size of the corpus. <P>Any corpus is available with any cross style and all crucifixes can be finished for outdoor use in any color.<P>Our artists are schooled in Italian design and take extreme care with the look of the face, as our customers feel this is the most important feature of any statue.<P>All corpuses can be painted with the following finishes:  <LI>Full color  with no blood, little blood, or Passion style <LI>Wood  with or without grain <LI>Bronze  shiny, antique or patina <LI>Marble  with or without veining <LI>Stone  fine or coarse grain  <P>Please allow 12-16 weeks for delivery as these statues are made to order.<P>Due to the size and delicate nature of these pieces, most will not be shipped UPS. They will come via freight and the freight charges will be billed at a later date. <P>Items usually ship in 12-16 weeks.  Please contact us for more information.","9 ft. Corpus - Click On Image for Details!!","",""
"DEM21716INCH","DEM217 CRUCIFIX Italian Colored Crucifix with INRI","Wood Carved Crucifix - From Demetz Art Studio in Italy Hand Carved in Linden Wood, full round corpus, shown in traditional colors, richly decorated.  Size indicates corpus size.  Other sizes available upon request.","Italian Hand-Carved Crucifix in Color - Click Image for Details!","","Some In Stock for Immediate Delivery!"
"10FTCORPINRI","10FTCORP 10 ft. Corpus","All corpuses are molded from a polymer resin and are hand-painted. Many come with a real woven crown of thorns. <P>Most of our cross offerings are hand-hewn and carved from solid wood. - Cross sizes are typically double the size of the corpus. <P>Any corpus is available with any cross style and all crucifixes can be finished for outdoor use in any color.<P>Our artists are schooled in Italian design and take extreme care with the look of the face, as our customers feel this is the most important feature of any statue.<P>All corpuses can be painted with the following finishes:  <LI>Full color  with no blood, little blood, or Passion style <LI>Wood  with or without grain <LI>Bronze  shiny, antique or patina <LI>Marble  with or without veining <LI>Stone  fine or coarse grain  <P>Please allow 12-16 weeks for delivery as these statues are made to order.<P>Due to the size and delicate nature of these pieces, most will not be shipped UPS. They will come via freight and the freight charges will be billed at a later date. <P>Items usually ship in 12-16 weeks.  Please contact us for more information.","10 ft. Corpus - Click On Image for Details!!","",""
"0049","0049 33"" Crucifix","All corpuses are molded from a polymer resin and are hand-painted. Many come with a real woven crown of thorns. <P>Most of our cross offerings are hand-hewn and carved from solid wood. - Cross sizes are typically double the size of the corpus. <P>Any corpus is available with any cross style and all crucifixes can be finished for outdoor use in any color.<P>Our artists are schooled in Italian design and take extreme care with the look of the face, as our customers feel this is the most important feature of any statue.<P>All corpuses can be painted with the following finishes:  <LI>Full color  with no blood, little blood, or Passion style <LI>Wood  with or without grain <LI>Bronze  shiny, antique or patina <LI>Marble  with or without veining <LI>Stone  fine or coarse grain  <P>Please allow 12-16 weeks for delivery as these statues are made to order.","33"" Crucifix - 18"" Corpus - Click On Image for Details!!","",""
"CLVRYSCN94","CLVRYSCN94 94"" Calvary Scene","Beautiful Half-Relief Calvary Scene is 94 inches tall and will make a great addition to your church or building! Figure heights are a near life-sized 48"". <P>All corpuses are molded from a polymer resin and are hand-painted. Many come with a real woven crown of thorns. <P>Most of our cross offerings are hand-hewn and carved from solid wood. - Cross sizes are typically double the size of the corpus. <P>Any corpus is available with any cross style and all crucifixes can be finished for outdoor use in any color.<P>Our artists are schooled in Italian design and take extreme care with the look of the face, as our customers feel this is the most important feature of any statue.<P>All corpuses can be painted with the following finishes:  <LI>Full color  with no blood, little blood, or Passion style <LI>Wood  with or without grain <LI>Bronze  shiny, antique or patina <LI>Marble  with or without veining <LI>Stone  fine or coarse grain  <P>Please allow 12-16 weeks for delivery as these statues are made to order.<P>Due to the size and delicate nature of these pieces, most will not be shipped UPS. They will come via freight and the freight charges will be billed at a later date. <P>Items usually ship in 12-16 weeks.  Please contact us for more information.","94"" Calvary Scene - Click On Image for Details!!","",""
"6423","6423 48"" Crucifix","All corpuses are molded from a polymer resin and are hand-painted. Many come with a real woven crown of thorns. <P>Most of our cross offerings are hand-hewn and carved from solid wood. - Cross sizes are typically double the size of the corpus.<P> Corpus available separately. <P>Any corpus is available with any cross style and all crucifixes can be finished for outdoor use in any color.<P>Our artists are schooled in Italian design and take extreme care with the look of the face, as our customers feel this is the most important feature of any statue.<P>All corpuses can be painted with the following finishes:  <LI>Full color  with no blood, little blood, or Passion style <LI>Wood  with or without grain <LI>Bronze  shiny, antique or patina <LI>Marble  with or without veining <LI>Stone  fine or coarse grain  <P> Corpus available separately. Call for details and pricing.<P>Please allow 12-16 weeks for delivery as these statues are made to order.","48"" Crucifix, 24"" Corpus - Click on Image for Details!!","",""
"6430","6430 48"" Crucifix","All corpuses are molded from a polymer resin and are hand-painted. Many come with a real woven crown of thorns. <P>Most of our cross offerings are hand-hewn and carved from solid wood. - Cross sizes are typically double the size of the corpus.<P>Any corpus is available with any cross style and all crucifixes can be finished for outdoor use in any color.<P>Our artists are schooled in Italian design and take extreme care with the look of the face, as our customers feel this is the most important feature of any statue.<P>All corpuses can be painted with the following finishes:  <LI>Full color  with no blood, little blood, or Passion style <LI>Wood  with or without grain <LI>Bronze  shiny, antique or patina <LI>Marble  with or without veining <LI>Stone  fine or coarse grain  <P> Corpus available separately. Call for details and pricing.<P>Please allow 12-16 weeks for delivery as these statues are made to order.<P>Due to the size and delicate nature of these pieces, most will not be shipped UPS. They will come via freight and the freight charges will be billed at a later date. <P>Items usually ship in 12-16 weeks.  Please contact us for more information.","48"" Crucifix - Click On Image for Details!!","",""
"6430-RB","6430 48"" Crucifix","All corpuses are molded from a polymer resin and are hand-painted. Many come with a real woven crown of thorns. <P>Most of our cross offerings are hand-hewn and carved from solid wood. - Cross sizes are typically double the size of the corpus.<P>Any corpus is available with any cross style and all crucifixes can be finished for outdoor use in any color.<P>Our artists are schooled in Italian design and take extreme care with the look of the face, as our customers feel this is the most important feature of any statue.<P>All corpuses can be painted with the following finishes:  <LI>Full color  with no blood, little blood, or Passion style <LI>Wood  with or without grain <LI>Bronze  shiny, antique or patina <LI>Marble  with or without veining <LI>Stone  fine or coarse grain  <P> Corpus available separately. Call for details and pricing.<P>Please allow 12-16 weeks for delivery as these statues are made to order.<P>Due to the size and delicate nature of these pieces, most will not be shipped UPS. They will come via freight and the freight charges will be billed at a later date. <P>Items usually ship in 12-16 weeks.  Please contact us for more information.","48"" Crucifix - Click On Image for Details!!","",""
"6447","6447 48"" Crucifix","All corpuses are molded from a polymer resin and are hand-painted. Many come with a real woven crown of thorns. <P>Most of our cross offerings are hand-hewn and carved from solid wood. - Cross sizes are typically double the size of the corpus.<P>Any corpus is available with any cross style and all crucifixes can be finished for outdoor use in any color.<P>Our artists are schooled in Italian design and take extreme care with the look of the face, as our customers feel this is the most important feature of any statue.<P>All corpuses can be painted with the following finishes:  <LI>Full color  with no blood, little blood, or Passion style <LI>Wood  with or without grain <LI>Bronze  shiny, antique or patina <LI>Marble  with or without veining <LI>Stone  fine or coarse grain  <P> Corpus available separately. Call for details and pricing.<P>...........................Please allow 12-16 weeks for delivery as these statues are made to order..................................<P>Due to the size and delicate nature of these pieces, most will not be shipped UPS. They will come via freight and the freight charges will be billed at a later date. <P>...........................Items usually ship in 12-16 weeks.  Please contact us for more information..................................","48"" Crucifix, 24"" Corpus - Click On Image for Details!!","",""
"6485-INRI","6485 33"" Corpus","All corpuses are molded from a polymer resin and are hand-painted. Many come with a real woven crown of thorns. <P>Most of our cross offerings are hand-hewn and carved from solid wood. - Cross sizes are typically double the size of the corpus.<P>Any corpus is available with any cross style and all crucifixes can be finished for outdoor use in any color.<P>Our artists are schooled in Italian design and take extreme care with the look of the face, as our customers feel this is the most important feature of any statue.<P>All corpuses can be painted with the following finishes:  <LI>Full color  with no blood, little blood, or Passion style <LI>Wood  with or without grain <LI>Bronze  shiny, antique or patina <LI>Marble  with or without veining <LI>Stone  fine or coarse grain  <P> Corpus available separately. Call for details and pricing.<P>........................Please allow 12-16 weeks for delivery as these statues are made to order...............................<P>Due to the size and delicate nature of these pieces, most will not be shipped UPS. They will come via freight and the freight charges will be billed at a later date. <P>........................Items usually ship in 12-16 weeks.  Please contact us for more information...............................","33"" Corpus - Click On Image for Details!!","",""
"6485-WC","6485 33"" Corpus","All corpuses are molded from a polymer resin and are hand-painted. Many come with a real woven crown of thorns. <P>Most of our cross offerings are hand-hewn and carved from solid wood. - Cross sizes are typically double the size of the corpus.<P>Any corpus is available with any cross style and all crucifixes can be finished for outdoor use in any color.<P>Our artists are schooled in Italian design and take extreme care with the look of the face, as our customers feel this is the most important feature of any statue.<P>All corpuses can be painted with the following finishes:  <LI>Full color  with no blood, little blood, or Passion style <LI>Wood  with or without grain <LI>Bronze  shiny, antique or patina <LI>Marble  with or without veining <LI>Stone  fine or coarse grain  <P> Corpus available separately. Call for details and pricing.<P>........................Please allow 12-16 weeks for delivery as these statues are made to order...............................<P>Due to the size and delicate nature of these pieces, most will not be shipped UPS. They will come via freight and the freight charges will be billed at a later date. <P>........................Items usually ship in 12-16 weeks.  Please contact us for more information...............................","33"" Corpus - Click On Image for Details!!","",""
"6485-PAS","6485 33"" Corpus","All corpuses are molded from a polymer resin and are hand-painted. Many come with a real woven crown of thorns. <P>Most of our cross offerings are hand-hewn and carved from solid wood. - Cross sizes are typically double the size of the corpus.<P>Any corpus is available with any cross style and all crucifixes can be finished for outdoor use in any color.<P>Our artists are schooled in Italian design and take extreme care with the look of the face, as our customers feel this is the most important feature of any statue.<P>All corpuses can be painted with the following finishes:  <LI>Full color  with no blood, little blood, or Passion style <LI>Wood  with or without grain <LI>Bronze  shiny, antique or patina <LI>Marble  with or without veining <LI>Stone  fine or coarse grain  <P> Corpus available separately. Call for details and pricing.<P>........................Please allow 12-16 weeks for delivery as these statues are made to order...............................<P>Due to the size and delicate nature of these pieces, most will not be shipped UPS. They will come via freight and the freight charges will be billed at a later date. <P>........................Items usually ship in 12-16 weeks.  Please contact us for more information...............................","33"" Corpus - Click On Image for Details!!","",""
"6492-INRI","6492 48"" Corpus","All corpuses are molded from a polymer resin and are hand-painted. Many come with a real woven crown of thorns. <P>Most of our cross offerings are hand-hewn and carved from solid wood. - Cross sizes are typically double the size of the corpus.<P>Any corpus is available with any cross style and all crucifixes can be finished for outdoor use in any color.<P>Our artists are schooled in Italian design and take extreme care with the look of the face, as our customers feel this is the most important feature of any statue.<P>All corpuses can be painted with the following finishes:  <LI>Full color  with no blood, little blood, or Passion style <LI>Wood  with or without grain <LI>Bronze  shiny, antique or patina <LI>Marble  with or without veining <LI>Stone  fine or coarse grain  <P> Corpus available separately. Call for details and pricing.<P>........................Please allow 12-16 weeks for delivery as these statues are made to order...............................<P>Due to the size and delicate nature of these pieces, most will not be shipped UPS. They will come via freight and the freight charges will be billed at a later date. <P>........................Items usually ship in 12-16 weeks.  Please contact us for more information...............................","48"" Corpus - Click on Image for Details!!","",""
"6492-WC","6492 48"" Corpus","All corpuses are molded from a polymer resin and are hand-painted. Many come with a real woven crown of thorns. <P>Most of our cross offerings are hand-hewn and carved from solid wood. - Cross sizes are typically double the size of the corpus.<P>Any corpus is available with any cross style and all crucifixes can be finished for outdoor use in any color.<P>Our artists are schooled in Italian design and take extreme care with the look of the face, as our customers feel this is the most important feature of any statue.<P>All corpuses can be painted with the following finishes:  <LI>Full color  with no blood, little blood, or Passion style <LI>Wood  with or without grain <LI>Bronze  shiny, antique or patina <LI>Marble  with or without veining <LI>Stone  fine or coarse grain  <P> Corpus available separately. Call for details and pricing.<P>........................Please allow 12-16 weeks for delivery as these statues are made to order...............................<P>Due to the size and delicate nature of these pieces, most will not be shipped UPS. They will come via freight and the freight charges will be billed at a later date. <P>........................Items usually ship in 12-16 weeks.  Please contact us for more information...............................","48"" Corpus - Click on Image for Details!!","",""
"14510-INRI","14510 72"" Corpus","All corpuses are molded from a polymer resin and are hand-painted. Many come with a real woven crown of thorns. <P>Most of our cross offerings are hand-hewn and carved from solid wood. - Cross sizes are typically double the size of the corpus.<P>Any corpus is available with any cross style and all crucifixes can be finished for outdoor use in any color.<P>Our artists are schooled in Italian design and take extreme care with the look of the face, as our customers feel this is the most important feature of any statue.<P>All corpuses can be painted with the following finishes:  <LI>Full color  with no blood, little blood, or Passion style <LI>Wood  with or without grain <LI>Bronze  shiny, antique or patina <LI>Marble  with or without veining <LI>Stone  fine or coarse grain  <P>Corpus available with legs together or crossed. Please specify in Notes Section during the checkout process.<P>........................Please allow 12-16 weeks for delivery as these statues are made to order...............................<P>Due to the size and delicate nature of these pieces, most will not be shipped UPS. They will come via freight and the freight charges will be billed at a later date. <P>........................Items usually ship in 12-16 weeks.  Please contact us for more information...............................","72"" Corpus - Click On Image for Details!!","",""
"14510-WC","14510 72"" Corpus","All corpuses are molded from a polymer resin and are hand-painted. Many come with a real woven crown of thorns. <P>Most of our cross offerings are hand-hewn and carved from solid wood. - Cross sizes are typically double the size of the corpus.<P>Any corpus is available with any cross style and all crucifixes can be finished for outdoor use in any color.<P>Our artists are schooled in Italian design and take extreme care with the look of the face, as our customers feel this is the most important feature of any statue.<P>All corpuses can be painted with the following finishes:  <LI>Full color  with no blood, little blood, or Passion style <LI>Wood  with or without grain <LI>Bronze  shiny, antique or patina <LI>Marble  with or without veining <LI>Stone  fine or coarse grain  <P>Corpus available with legs together or crossed. Please specify in Notes Section during the checkout process.<P>........................Please allow 12-16 weeks for delivery as these statues are made to order...............................<P>Due to the size and delicate nature of these pieces, most will not be shipped UPS. They will come via freight and the freight charges will be billed at a later date. <P>........................Items usually ship in 12-16 weeks.  Please contact us for more information...............................","72"" Corpus - Click On Image for Details!!","",""
"6652","6652 35"" Broken Christ","Molded from a polymer resin and hand-painted. Comes with a real woven crown of thorns. <P>Our artists are schooled in Italian design and take extreme care with the look of the face, as our customers feel this is the most important feature of any statue.<P>All corpuses can be painted with the following finishes:  <LI>Full color  with no blood, little blood, or Passion style <LI>Wood  with or without grain <LI>Bronze  shiny, antique or patina <LI>Marble  with or without veining <LI>Stone  fine or coarse grain  <P>....................Please allow 12-16 weeks for delivery as these statues are made to order...........................","35"" Broken Christ - Click Image for Details!!","",""
"7390-CORP","7390 48"" Pope John Paul II Crucifix","All corpuses are molded from a polymer resin and are hand-painted. Many come with a real woven crown of thorns. <P>Most of our cross offerings are hand-hewn and carved from solid wood. - Cross sizes are typically double the size of the corpus.<P>Any corpus is available with any cross style and all crucifixes can be finished for outdoor use in any color.<P>Our artists are schooled in Italian design and take extreme care with the look of the face, as our customers feel this is the most important feature of any statue.<P>All corpuses can be painted with the following finishes:  <LI>Full color  with no blood, little blood, or Passion style <LI>Wood  with or without grain <LI>Bronze  shiny, antique or patina <LI>Marble  with or without veining <LI>Stone  fine or coarse grain  <P>........................Please allow 12-16 weeks for delivery as these statues are made to order...............................<P>Due to the size and delicate nature of these pieces, most will not be shipped UPS. They will come via freight and the freight charges will be billed at a later date. <P>........................Items usually ship in 12-16 weeks.  Please contact us for more information...............................","48"" Pope John Paul II Crucifix, 24"" Corpus","",""
"DEM21712INCH","DEM217 CRUCIFIX Italian Colored Crucifix with INRI","Wood Carved Crucifix - From Demetz Art Studio in Italy Hand Carved in Linden Wood, full round corpus, shown in traditional colors, richly decorated.  Size indicates corpus size.  Other sizes available upon request.","Italian Hand-Carved Crucifix in Color - Click Image for Details!","","Some In Stock for Immediate Delivery!"
"739-WC","7390 48"" Pope John Paul II Crucifix","All corpuses are molded from a polymer resin and are hand-painted. Many come with a real woven crown of thorns. <P>Most of our cross offerings are hand-hewn and carved from solid wood. - Cross sizes are typically double the size of the corpus.<P>Any corpus is available with any cross style and all crucifixes can be finished for outdoor use in any color.<P>Our artists are schooled in Italian design and take extreme care with the look of the face, as our customers feel this is the most important feature of any statue.<P>All corpuses can be painted with the following finishes:  <LI>Full color  with no blood, little blood, or Passion style <LI>Wood  with or without grain <LI>Bronze  shiny, antique or patina <LI>Marble  with or without veining <LI>Stone  fine or coarse grain  <P>........................Please allow 12-16 weeks for delivery as these statues are made to order...............................<P>Due to the size and delicate nature of these pieces, most will not be shipped UPS. They will come via freight and the freight charges will be billed at a later date. <P>........................Items usually ship in 12-16 weeks.  Please contact us for more information...............................","48"" Pope John Paul II Crucifix, 24"" Corpus","",""
"7406-WC","7406 48"" Crucifix, Roman Style","All corpuses are molded from a polymer resin and are hand-painted. Many come with a real woven crown of thorns. <P>Most of our cross offerings are hand-hewn and carved from solid wood. - Cross sizes are typically double the size of the corpus.<P>Any corpus is available with any cross style and all crucifixes can be finished for outdoor use in any color.<P>Our artists are schooled in Italian design and take extreme care with the look of the face, as our customers feel this is the most important feature of any statue.<P>All corpuses can be painted with the following finishes:  <LI>Full color  with no blood, little blood, or Passion style <LI>Wood  with or without grain <LI>Bronze  shiny, antique or patina <LI>Marble  with or without veining <LI>Stone  fine or coarse grain  <P> Corpus available separately. Call for details and pricing.<P>........................Please allow 12-16 weeks for delivery as these statues are made to order...............................<P>Due to the size and delicate nature of these pieces, most will not be shipped UPS. They will come via freight and the freight charges will be billed at a later date. <P>........................Items usually ship in 12-16 weeks.  Please contact us for more information...............................","48"" Crucifix, Roman Style - Click On Image for Details!!","",""
"7420","7420 48"" Crucifix","All corpuses are molded from a polymer resin and are hand-painted. Many come with a real woven crown of thorns. <P>Most of our cross offerings are hand-hewn and carved from solid wood. - Cross sizes are typically double the size of the corpus.<P>Any corpus is available with any cross style and all crucifixes can be finished for outdoor use in any color.<P>Our artists are schooled in Italian design and take extreme care with the look of the face, as our customers feel this is the most important feature of any statue.<P>All corpuses can be painted with the following finishes:  <LI>Full color  with no blood, little blood, or Passion style <LI>Wood  with or without grain <LI>Bronze  shiny, antique or patina <LI>Marble  with or without veining <LI>Stone  fine or coarse grain  <P> Corpus available separately. Call for details and pricing.<P>........................Please allow 12-16 weeks for delivery as these statues are made to order...............................<P>Due to the size and delicate nature of these pieces, most will not be shipped UPS. They will come via freight and the freight charges will be billed at a later date. <P>........................Items usually ship in 12-16 weeks.  Please contact us for more information...............................","48"" Crucifix - Click On Image for Details!!","",""
"7444","7444 48"" Crucifix","All corpuses are molded from a polymer resin and are hand-painted. Many come with a real woven crown of thorns. <P>Most of our cross offerings are hand-hewn and carved from solid wood. - Cross sizes are typically double the size of the corpus.<P>Any corpus is available with any cross style and all crucifixes can be finished for outdoor use in any color.<P>Our artists are schooled in Italian design and take extreme care with the look of the face, as our customers feel this is the most important feature of any statue.<P>All corpuses can be painted with the following finishes:  <LI>Full color  with no blood, little blood, or Passion style <LI>Wood  with or without grain <LI>Bronze  shiny, antique or patina <LI>Marble  with or without veining <LI>Stone  fine or coarse grain  <P> Corpus available separately. Call for details and pricing.<P>........................Please allow 12-16 weeks for delivery as these statues are made to order...............................<P>Due to the size and delicate nature of these pieces, most will not be shipped UPS. They will come via freight and the freight charges will be billed at a later date. <P>........................Items usually ship in 12-16 weeks.  Please contact us for more information...............................","48"" Crucifix, 24"" Corpus - Click on Image for Details!!","",""
"7475","7475 23"" Crucifix","All corpuses are molded from a polymer resin and are hand-painted. Many come with a real woven crown of thorns. <P>Most of our cross offerings are hand-hewn and carved from solid wood. - Cross sizes are typically double the size of the corpus.<P>Any corpus is available with any cross style and all crucifixes can be finished for outdoor use in any color.<P>Our artists are schooled in Italian design and take extreme care with the look of the face, as our customers feel this is the most important feature of any statue.<P>All corpuses can be painted with the following finishes:  <LI>Full color  with no blood, little blood, or Passion style <LI>Wood  with or without grain <LI>Bronze  shiny, antique or patina <LI>Marble  with or without veining <LI>Stone  fine or coarse grain  <P>.....................Please allow 12-16 weeks for delivery as these statues are made to order............................","23"" Crucifix - Click on Image for Details!!","",""
"9929-CORP","9929 60"" Corpus","All corpuses are molded from a polymer resin and are hand-painted. Many come with a real woven crown of thorns. <P>Most of our cross offerings are hand-hewn and carved from solid wood. - Cross sizes are typically double the size of the corpus.<P>Any corpus is available with any cross style and all crucifixes can be finished for outdoor use in any color.<P>Our artists are schooled in Italian design and take extreme care with the look of the face, as our customers feel this is the most important feature of any statue.<P>All corpuses can be painted with the following finishes:  <LI>Full color  with no blood, little blood, or Passion style <LI>Wood  with or without grain <LI>Bronze  shiny, antique or patina <LI>Marble  with or without veining <LI>Stone  fine or coarse grain  <P>........................Please allow 12-16 weeks for delivery as these statues are made to order...............................<P>Due to the size and delicate nature of these pieces, most will not be shipped UPS. They will come via freight and the freight charges will be billed at a later date. <P>........................Items usually ship in 12-16 weeks.  Please contact us for more information...............................","60"" Corpus with/without Cross - Click on Image for Details!!","",""
"9929-WC","9929 60"" Corpus","All corpuses are molded from a polymer resin and are hand-painted. Many come with a real woven crown of thorns. <P>Most of our cross offerings are hand-hewn and carved from solid wood. - Cross sizes are typically double the size of the corpus.<P>Any corpus is available with any cross style and all crucifixes can be finished for outdoor use in any color.<P>Our artists are schooled in Italian design and take extreme care with the look of the face, as our customers feel this is the most important feature of any statue.<P>All corpuses can be painted with the following finishes:  <LI>Full color  with no blood, little blood, or Passion style <LI>Wood  with or without grain <LI>Bronze  shiny, antique or patina <LI>Marble  with or without veining <LI>Stone  fine or coarse grain  <P>........................Please allow 12-16 weeks for delivery as these statues are made to order...............................<P>Due to the size and delicate nature of these pieces, most will not be shipped UPS. They will come via freight and the freight charges will be billed at a later date. <P>........................Items usually ship in 12-16 weeks.  Please contact us for more information...............................","60"" Corpus with/without Cross - Click on Image for Details!!","",""
